"Sample_ID","Customer_Name","Subject_Barcode","female","male","full_sib","CIP","DArT"
"24-PEP-02-P04E06S000045","24-PEP-02-P04_E06","CIP318121.021","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P04E07S000053","24-PEP-02-P04_E07","CIP318121.024","CIP512010.20","CIP398098.204","CIP512010.20_x_CIP398098.204",TRUE,TRUE
"24-PEP-02-P04E08S000061","24-PEP-02-P04_E08","CIP318121.031","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P04E09S000069","24-PEP-02-P04_E09","CIP318121.032","CIP512010.20","CIP398098.204","CIP512010.20_x_CIP398098.204",TRUE,TRUE
"24-PEP-02-P04E10S000077","24-PEP-02-P04_E10","CIP318121.035","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P04E11S000085","24-PEP-02-P04_E11","CIP318121.036","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P04E12S000093","24-PEP-02-P04_E12","CIP318121.037","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P04F01S000006","24-PEP-02-P04_F01","CIP318121.039","CIP512010.20","CIP398098.204","CIP512010.20_x_CIP398098.204",TRUE,TRUE
"24-PEP-02-P04F02S000014","24-PEP-02-P04_F02","CIP318121.042","CIP512010.20","CIP398098.204","CIP512010.20_x_CIP398098.204",TRUE,TRUE
"24-PEP-02-P04F03S000022","24-PEP-02-P04_F03","CIP318121.043","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P04F04S000030","24-PEP-02-P04_F04","CIP318121.045","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P04F05S000038","24-PEP-02-P04_F05","CIP318121.046","CIP512010.20","CIP398098.204","CIP512010.20_x_CIP398098.204",TRUE,TRUE
"24-PEP-02-P04F06S000046","24-PEP-02-P04_F06","CIP318121.049","CIP512010.20","CIP398098.204","CIP512010.20_x_CIP398098.204",TRUE,TRUE
"24-PEP-02-P04F07S000054","24-PEP-02-P04_F07","CIP318121.051","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P04F08S000062","24-PEP-02-P04_F08","CIP318121.052","CIP512010.20","CIP398098.204","CIP512010.20_x_CIP398098.204",TRUE,TRUE
"24-PEP-02-P04F09S000070","24-PEP-02-P04_F09","CIP318121.056","CIP512010.20","CIP398098.204","CIP512010.20_x_CIP398098.204",TRUE,TRUE
"24-PEP-02-P04F10S000078","24-PEP-02-P04_F10","CIP318121.057","CIP512010.20","CIP398098.204","CIP512010.20_x_CIP398098.204",TRUE,TRUE
"24-PEP-02-P04F11S000086","24-PEP-02-P04_F11","CIP318121.058","CIP512010.20","CIP398098.204","CIP512010.20_x_CIP398098.204",TRUE,TRUE
"24-PEP-02-P04F12S000094","24-PEP-02-P04_F12","CIP318121.065","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P04G01S000007","24-PEP-02-P04_G01","CIP318121.066","CIP512010.20","CIP398098.204","CIP512010.20_x_CIP398098.204",TRUE,TRUE
"24-PEP-02-P04G02S000015","24-PEP-02-P04_G02","CIP318121.068","CIP512010.20","CIP398098.204","CIP512010.20_x_CIP398098.204",TRUE,TRUE
"24-PEP-02-P04G03S000023","24-PEP-02-P04_G03","CIP318121.072","CIP512010.20","CIP398098.204","CIP512010.20_x_CIP398098.204",TRUE,TRUE
"24-PEP-02-P04G04S000031","24-PEP-02-P04_G04","CIP318121.073","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P04G05S000039","24-PEP-02-P04_G05","CIP318121.076","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P04G06S000047","24-PEP-02-P04_G06","CIP318121.077","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P04G07S000055","24-PEP-02-P04_G07","CIP318121.078","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P04G08S000063","24-PEP-02-P04_G08","CIP318121.079","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P04G09S000071","24-PEP-02-P04_G09","CIP318121.080","CIP512010.20","CIP398098.204","CIP512010.20_x_CIP398098.204",TRUE,TRUE
"24-PEP-02-P04G10S000079","24-PEP-02-P04_G10","CIP318121.081","CIP512010.20","CIP398098.204","CIP512010.20_x_CIP398098.204",TRUE,TRUE
"24-PEP-02-P04G11S000087","24-PEP-02-P04_G11","CIP318121.083","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P04H01S000008","24-PEP-02-P04_H01","CIP318121.084","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P04H02S000016","24-PEP-02-P04_H02","CIP318121.085","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P04H03S000024","24-PEP-02-P04_H03","CIP318121.088","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P04H04S000032","24-PEP-02-P04_H04","CIP318121.089","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P04H05S000040","24-PEP-02-P04_H05","CIP318121.090","CIP512010.20","CIP398098.204","CIP512010.20_x_CIP398098.204",TRUE,TRUE
"24-PEP-02-P04H06S000048","24-PEP-02-P04_H06","CIP318121.093","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P04H07S000056","24-PEP-02-P04_H07","CIP318121.094","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P04H08S000064","24-PEP-02-P04_H08","CIP318121.096","CIP512010.20","CIP398098.204","CIP512010.20_x_CIP398098.204",TRUE,TRUE
"24-PEP-02-P04H09S000072","24-PEP-02-P04_H09","CIP318121.097","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P04H10S000080","24-PEP-02-P04_H10","CIP318121.098","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P04H11S000088","24-PEP-02-P04_H11","CIP318121.099","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P05A01S000001","24-PEP-02-P05_A01","CIP318121.102","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P05A02S000009","24-PEP-02-P05_A02","CIP318121.103","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P05A03S000017","24-PEP-02-P05_A03","CIP318121.104","CIP512010.20","CIP398098.204","CIP512010.20_x_CIP398098.204",TRUE,TRUE
"24-PEP-02-P05A04S000025","24-PEP-02-P05_A04","CIP318121.109","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P05A05S000033","24-PEP-02-P05_A05","CIP318121.110","CIP512010.20","CIP398098.204","CIP512010.20_x_CIP398098.204",TRUE,TRUE
"24-PEP-02-P05A06S000041","24-PEP-02-P05_A06","CIP318121.112","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P05A07S000049","24-PEP-02-P05_A07","CIP318121.113","CIP512010.20","CIP398098.204","CIP512010.20_x_CIP398098.204",TRUE,TRUE
"24-PEP-02-P05A08S000057","24-PEP-02-P05_A08","CIP318121.116","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P05A09S000065","24-PEP-02-P05_A09","CIP318121.117","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P05A10S000073","24-PEP-02-P05_A10","CIP318121.119","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P05A11S000081","24-PEP-02-P05_A11","CIP318122.012","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P05A12S000089","24-PEP-02-P05_A12","CIP318122.015","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P05B01S000002","24-PEP-02-P05_B01","CIP318122.017","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P05B02S000010","24-PEP-02-P05_B02","CIP318122.019","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P05B03S000018","24-PEP-02-P05_B03","CIP318122.026","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P05B04S000026","24-PEP-02-P05_B04","CIP318122.027","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P05B05S000034","24-PEP-02-P05_B05","CIP318122.030","CIP512010.20","CIP398098.204","CIP512010.20_x_CIP398098.204",TRUE,TRUE
"24-PEP-02-P05B06S000042","24-PEP-02-P05_B06","CIP318122.033","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P05B07S000050","24-PEP-02-P05_B07","CIP318122.039","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P05B08S000058","24-PEP-02-P05_B08","CIP318122.058","CIP512010.20","CIP398098.204","CIP512010.20_x_CIP398098.204",TRUE,TRUE
"24-PEP-02-P05B09S000066","24-PEP-02-P05_B09","CIP318122.059","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P05B10S000074","24-PEP-02-P05_B10","CIP318122.064","CIP512010.20","CIP398098.204","CIP512010.20_x_CIP398098.204",TRUE,TRUE
"24-PEP-02-P05B11S000082","24-PEP-02-P05_B11","CIP318122.069","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P05B12S000090","24-PEP-02-P05_B12","CIP318122.070","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P05C01S000003","24-PEP-02-P05_C01","CIP318122.079","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P05C02S000011","24-PEP-02-P05_C02","CIP318122.086","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P05C03S000019","24-PEP-02-P05_C03","CIP318122.088","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P05C04S000027","24-PEP-02-P05_C04","CIP318122.090","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P05C05S000035","24-PEP-02-P05_C05","CIP318122.091","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P05C06S000043","24-PEP-02-P05_C06","CIP318122.095","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P05C07S000051","24-PEP-02-P05_C07","CIP318122.097","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P05C08S000059","24-PEP-02-P05_C08","CIP318122.100","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P05C09S000067","24-PEP-02-P05_C09","CIP318122.104","CIP512010.20","CIP398098.204","CIP512010.20_x_CIP398098.204",TRUE,TRUE
"24-PEP-02-P05C10S000075","24-PEP-02-P05_C10","CIP318122.106","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P05C11S000083","24-PEP-02-P05_C11","CIP318122.113","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P05C12S000091","24-PEP-02-P05_C12","CIP318122.114","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P05D01S000004","24-PEP-02-P05_D01","CIP318122.115","CIP512010.20","CIP302533.49","CIP512010.20_x_CIP302533.49",TRUE,TRUE
"24-PEP-02-P05D02S000012","24-PEP-02-P05_D02","CIP318123.033","CIP512010.20","CIP308498.280","CIP512010.20_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P05D03S000020","24-PEP-02-P05_D03","CIP318123.050","CIP512010.20","CIP308498.280","CIP512010.20_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P05D04S000028","24-PEP-02-P05_D04","CIP318123.077","CIP512010.20","CIP308498.280","CIP512010.20_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P05D05S000036","24-PEP-02-P05_D05","CIP318123.078","CIP512010.20","CIP308498.280","CIP512010.20_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P05D06S000044","24-PEP-02-P05_D06","CIP318123.084","CIP512010.20","CIP308498.280","CIP512010.20_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P05D07S000052","24-PEP-02-P05_D07","CIP318123.102","CIP512010.20","CIP308498.280","CIP512010.20_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P05D08S000060","24-PEP-02-P05_D08","CIP318123.114","CIP512010.20","CIP308498.280","CIP512010.20_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P05D09S000068","24-PEP-02-P05_D09","CIP318124.015","CIP512010.20","CIP308503.58","CIP512010.20_x_CIP308503.58",TRUE,TRUE
"24-PEP-02-P05D10S000076","24-PEP-02-P05_D10","CIP318124.028","CIP512010.20","CIP308503.58","CIP512010.20_x_CIP308503.58",TRUE,TRUE
"24-PEP-02-P05D11S000084","24-PEP-02-P05_D11","CIP318124.057","CIP512010.20","CIP308503.58","CIP512010.20_x_CIP308503.58",TRUE,TRUE
"24-PEP-02-P05D12S000092","24-PEP-02-P05_D12","CIP318124.076","CIP512010.20","CIP308503.58","CIP512010.20_x_CIP308503.58",TRUE,TRUE
"24-PEP-02-P05E01S000005","24-PEP-02-P05_E01","CIP318124.079","CIP512010.20","CIP308503.58","CIP512010.20_x_CIP308503.58",TRUE,TRUE
"24-PEP-02-P05E02S000013","24-PEP-02-P05_E02","CIP318124.080","CIP512010.20","CIP308503.58","CIP512010.20_x_CIP308503.58",TRUE,TRUE
"24-PEP-02-P05E03S000021","24-PEP-02-P05_E03","CIP318124.084","CIP512010.20","CIP308503.58","CIP512010.20_x_CIP308503.58",TRUE,TRUE
"24-PEP-02-P05E04S000029","24-PEP-02-P05_E04","CIP318124.086","CIP512010.20","CIP308503.58","CIP512010.20_x_CIP308503.58",TRUE,TRUE
"24-PEP-02-P05E05S000037","24-PEP-02-P05_E05","CIP318124.105","CIP512010.20","CIP308503.58","CIP512010.20_x_CIP308503.58",TRUE,TRUE
"24-PEP-02-P05E06S000045","24-PEP-02-P05_E06","CIP318124.111","CIP512010.20","CIP308503.58","CIP512010.20_x_CIP308503.58",TRUE,TRUE
"24-PEP-02-P05E07S000053","24-PEP-02-P05_E07","CIP318124.120","CIP512010.20","CIP308503.58","CIP512010.20_x_CIP308503.58",TRUE,TRUE
"24-PEP-02-P05E08S000061","24-PEP-02-P05_E08","CIP318125.009","CIP512010.20","CIP308495.237","CIP512010.20_x_CIP308495.237",TRUE,TRUE
"24-PEP-02-P05E09S000069","24-PEP-02-P05_E09","CIP318125.010","CIP512010.20","CIP308495.237","CIP512010.20_x_CIP308495.237",TRUE,TRUE
"24-PEP-02-P05E10S000077","24-PEP-02-P05_E10","CIP318125.011","CIP512010.20","CIP308495.237","CIP512010.20_x_CIP308495.237",TRUE,TRUE
"24-PEP-02-P05E11S000085","24-PEP-02-P05_E11","CIP318125.024","CIP512010.20","CIP308495.237","CIP512010.20_x_CIP308495.237",TRUE,TRUE
"24-PEP-02-P05E12S000093","24-PEP-02-P05_E12","CIP318125.054","CIP512010.20","CIP308495.237","CIP512010.20_x_CIP308495.237",TRUE,TRUE
"24-PEP-02-P05F01S000006","24-PEP-02-P05_F01","CIP318125.055","CIP512010.20","CIP308495.237","CIP512010.20_x_CIP308495.237",TRUE,TRUE
"24-PEP-02-P05F02S000014","24-PEP-02-P05_F02","CIP318125.064","CIP512010.20","CIP308495.237","CIP512010.20_x_CIP308495.237",TRUE,TRUE
"24-PEP-02-P05F03S000022","24-PEP-02-P05_F03","CIP318125.066","CIP512010.20","CIP308495.237","CIP512010.20_x_CIP308495.237",TRUE,TRUE
"24-PEP-02-P05F04S000030","24-PEP-02-P05_F04","CIP318125.083","CIP512010.20","CIP308495.237","CIP512010.20_x_CIP308495.237",TRUE,TRUE
"24-PEP-02-P05F05S000038","24-PEP-02-P05_F05","CIP318125.085","CIP512010.20","CIP308495.237","CIP512010.20_x_CIP308495.237",TRUE,TRUE
"24-PEP-02-P05F06S000046","24-PEP-02-P05_F06","CIP318125.110","CIP512010.20","CIP308495.237","CIP512010.20_x_CIP308495.237",TRUE,TRUE
"24-PEP-02-P05F07S000054","24-PEP-02-P05_F07","CIP318125.115","CIP512010.20","CIP308495.237","CIP512010.20_x_CIP308495.237",TRUE,TRUE
"24-PEP-02-P05F08S000062","24-PEP-02-P05_F08","CIP318126.003","CIP512010.20","CIP312896.025","CIP512010.20_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P05F09S000070","24-PEP-02-P05_F09","CIP318126.011","CIP512010.20","CIP312896.025","CIP512010.20_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P05F10S000078","24-PEP-02-P05_F10","CIP318126.015","CIP512010.20","CIP312896.025","CIP512010.20_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P05F11S000086","24-PEP-02-P05_F11","CIP318126.018","CIP512010.20","CIP312896.025","CIP512010.20_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P05F12S000094","24-PEP-02-P05_F12","CIP318126.025","CIP512010.20","CIP312896.025","CIP512010.20_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P05G01S000007","24-PEP-02-P05_G01","CIP318126.030","CIP512010.20","CIP312896.025","CIP512010.20_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P05G02S000015","24-PEP-02-P05_G02","CIP318126.041","CIP512010.20","CIP312896.025","CIP512010.20_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P05G03S000023","24-PEP-02-P05_G03","CIP318126.050","CIP512010.20","CIP312896.025","CIP512010.20_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P05G04S000031","24-PEP-02-P05_G04","CIP318126.057","CIP512010.20","CIP312896.025","CIP512010.20_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P05G05S000039","24-PEP-02-P05_G05","CIP318126.067","CIP512010.20","CIP312896.025","CIP512010.20_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P05G06S000047","24-PEP-02-P05_G06","CIP318126.069","CIP512010.20","CIP312896.025","CIP512010.20_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P05G07S000055","24-PEP-02-P05_G07","CIP318126.083","CIP512010.20","CIP312896.025","CIP512010.20_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P05G08S000063","24-PEP-02-P05_G08","CIP318126.084","CIP512010.20","CIP312896.025","CIP512010.20_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P05G09S000071","24-PEP-02-P05_G09","CIP318126.085","CIP512010.20","CIP312896.025","CIP512010.20_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P05G10S000079","24-PEP-02-P05_G10","CIP318126.090","CIP512010.20","CIP312896.025","CIP512010.20_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P05G11S000087","24-PEP-02-P05_G11","CIP318126.092","CIP512010.20","CIP312896.025","CIP512010.20_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P05H01S000008","24-PEP-02-P05_H01","CIP318126.103","CIP512010.20","CIP312896.025","CIP512010.20_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P05H02S000016","24-PEP-02-P05_H02","CIP318126.110","CIP512010.20","CIP312896.025","CIP512010.20_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P05H03S000024","24-PEP-02-P05_H03","CIP318127.001","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P05H04S000032","24-PEP-02-P05_H04","CIP318127.006","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P05H05S000040","24-PEP-02-P05_H05","CIP318127.008","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P05H06S000048","24-PEP-02-P05_H06","CIP318127.010","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P05H07S000056","24-PEP-02-P05_H07","CIP318127.013","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P05H08S000064","24-PEP-02-P05_H08","CIP318127.014","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P05H09S000072","24-PEP-02-P05_H09","CIP318127.017","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P05H10S000080","24-PEP-02-P05_H10","CIP318127.019","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P05H11S000088","24-PEP-02-P05_H11","CIP318127.022","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06A01S000001","24-PEP-02-P06_A01","CIP318127.024","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06A02S000009","24-PEP-02-P06_A02","CIP318127.026","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06A03S000017","24-PEP-02-P06_A03","CIP318127.028","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06A04S000025","24-PEP-02-P06_A04","CIP318127.032","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06A05S000033","24-PEP-02-P06_A05","CIP318127.038","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06A06S000041","24-PEP-02-P06_A06","CIP318127.039","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06A07S000049","24-PEP-02-P06_A07","CIP318127.042","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06A08S000057","24-PEP-02-P06_A08","CIP318127.043","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06A09S000065","24-PEP-02-P06_A09","CIP318127.044","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06A10S000073","24-PEP-02-P06_A10","CIP318127.046","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06A11S000081","24-PEP-02-P06_A11","CIP318127.048","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06A12S000089","24-PEP-02-P06_A12","CIP318127.055","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06B01S000002","24-PEP-02-P06_B01","CIP318127.056","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06B02S000010","24-PEP-02-P06_B02","CIP318127.058","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06B03S000018","24-PEP-02-P06_B03","CIP318127.064","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06B04S000026","24-PEP-02-P06_B04","CIP318127.066","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06B05S000034","24-PEP-02-P06_B05","CIP318127.069","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06B06S000042","24-PEP-02-P06_B06","CIP318127.071","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06B07S000050","24-PEP-02-P06_B07","CIP318127.083","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06B08S000058","24-PEP-02-P06_B08","CIP318127.086","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06B09S000066","24-PEP-02-P06_B09","CIP318127.088","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06B10S000074","24-PEP-02-P06_B10","CIP318127.091","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06B11S000082","24-PEP-02-P06_B11","CIP318127.099","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06B12S000090","24-PEP-02-P06_B12","CIP318127.101","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06C01S000003","24-PEP-02-P06_C01","CIP318127.102","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06C02S000011","24-PEP-02-P06_C02","CIP318127.105","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06C03S000019","24-PEP-02-P06_C03","CIP318127.107","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06C04S000027","24-PEP-02-P06_C04","CIP318127.110","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06C05S000035","24-PEP-02-P06_C05","CIP318127.113","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06C06S000043","24-PEP-02-P06_C06","CIP318128.004","CIP512010.20","CIP312928.156","CIP512010.20_x_CIP312928.156",TRUE,TRUE
"24-PEP-02-P06C07S000051","24-PEP-02-P06_C07","CIP318128.009","CIP512010.20","CIP312928.156","CIP512010.20_x_CIP312928.156",TRUE,TRUE
"24-PEP-02-P06C08S000059","24-PEP-02-P06_C08","CIP318128.051","CIP512010.20","CIP312928.156","CIP512010.20_x_CIP312928.156",TRUE,TRUE
"24-PEP-02-P06C09S000067","24-PEP-02-P06_C09","CIP318128.053","CIP512010.20","CIP312928.156","CIP512010.20_x_CIP312928.156",TRUE,TRUE
